number_of_elements,capacity,max_weight,min_weight,mean_weight,median_weight,std_weight,weight_range,max_profit,min_profit,mean_profit,median_profit,std_profit,profit_range,renting_ratio,mean_weight_profit_ratio,median_weight_profit_ratio,capacity_mean_weight_ratio,capacity_median_weight_ratio,capacity_std_weight_ratio,std_weight_profit_ratio,weight_profit_correlation,total_profit,solution_time,ram,cpu_cores,peak_memory,gurobi,optimality_gap,solution_time_bin,peak_memory_bin,optimality_gap_bin
800,11346140647.0,6051581921.0,0.943814,895645306.8,158481279.7,1480099225.0,6051581920.0,6054755457.0,0.954386,896721276.2,157829313.5,1485723255.0,6054755456.0,0.015816,0.9988,1.004131,12.668118,71.592939,7.665797,0.996215,0.986898,8157818999.0,0.045057774,256,8,201216,8157818999.0,0,0,2,0
800,9762580473.0,6205954646.0,1.134414,1729852544.0,1145498406.0,1722261151.0,6205954645.0,6158396179.0,5.060067,1747944046.0,1169015463.0,1738499465.0,6158396174.0,0.006981,0.98965,0.979883,5.643591,8.522561,5.668467,0.99066,0.980889,6865957071.0,0.084803104,256,8,205960,6865957071.0,0,1,2,0
1000,910065.3567,630269.4724,0.917768,397529.7567,480738.1324,203973.7482,630268.5546,625012.0559,0.975762,398908.3032,482087.8831,204312.3118,625011.0801,0.002281,0.996544,0.9972,2.289301,1.893058,4.461679,0.998343,0.950487,721392.0905,0.024914503,256,8,205436,721392.0905,0,0,2,0
1200,100072027.5,66391478.13,1.072334,40105950.6,48697999.57,20537870.08,66391477.06,63647847.28,0.849531,39864821.8,48259282.41,20399845.15,63647846.43,0.002092,1.006049,1.009091,2.495192,2.054952,4.872561,1.006766,0.952853,68331200.56,0.040169001,256,8,202328,68331200.56,0,0,2,0
600,109749985.9,62435742.26,0.800038,45183399.83,49667838.45,15798690.19,62435741.46,66451703.32,2.873449,44939362.55,49148697.74,15795399.54,66451700.45,0.00407,1.00543,1.010563,2.428989,2.209679,6.946778,1.000208,0.907394,71330425.21,0.024700165,256,8,202328,71330425.21,0,0,2,0
1000,845797.238,648258.4728,0.865161,68905.09375,5323.692472,133727.4499,648257.6076,648319.9639,0.85985,70037.77711,5467.726654,135812.2416,648319.1041,0.012076,0.983828,0.973657,12.274814,158.874173,6.324784,0.984649,0.986995,563038.5072,0.045728922,256,8,202328,563038.5072,0,0,2,0
600,1050045.917,633620.1771,0.918776,447972.7787,491248.218,157511.7546,633619.2583,676400.3623,2.169965,452152.9763,496406.1367,158253.6676,676398.1924,0.003871,0.990755,0.989609,2.343995,2.137506,6.666461,0.995312,0.902919,709088.7631,0.035755157,256,8,202328,709088.7631,0,0,2,0
600,1209439.387,637230.5139,1.785216,96318.29053,24833.12208,150479.4582,637228.7287,601516.6064,0.881646,96773.12413,24545.33839,150631.2301,601515.7248,0.020829,0.9953,1.011725,12.556695,48.702672,8.037239,0.998992,0.983652,868227.9817,0.099903584,256,8,199208,868227.9817,0,1,2,0
800,929548.3706,591842.864,17.787598,68477.28441,4449.294028,134825.6007,591825.0764,592202.61,3.070464,68651.12418,4279.008474,134704.9788,592199.5396,0.016925,0.997468,1.039796,13.574551,208.920419,6.89445,1.000895,0.986764,672908.9061,0.077335119,256,8,194540,672908.9061,0,0,2,0
600,1058935.171,639792.8028,5.179829,407131.8664,491994.2815,207763.9921,639787.623,657749.3128,0.877124,405854.6077,491619.5943,207662.1588,657748.4357,0.004349,1.003147,1.000762,2.600964,2.152332,5.096818,1.00049,0.958183,770652.2262,0.038498878,256,8,193100,770652.2262,0,0,2,0
800,945786.1703,592734.03,5.488284,100890.2383,22699.38886,153938.7275,592728.5418,623035.6349,0.933616,100259.0367,23318.35893,152734.5642,623034.7013,0.011792,1.006296,0.973456,9.374407,41.665711,6.143913,1.007884,0.986774,656527.2944,0.065821171,256,8,193100,656527.2944,0,0,2,0
400,9802431068.0,6583370454.0,1.007578,3988030512.0,4808649852.0,2045406159.0,6583370453.0,6486754914.0,1.703661,4022173663.0,4910936931.0,2061320650.0,6486754913.0,0.006093,0.991511,0.979172,2.457963,2.0385,4.792413,0.992279,0.948879,7494854625.0,0.048788071,256,8,193100,7494854625.0,0,0,2,0
1200,1078203.807,650940.3393,0.990222,136448.4477,61780.88942,170469.4881,650939.349,622626.7121,0.836956,136830.0726,60719.25991,171437.7845,622625.8751,0.006567,0.997211,1.017484,7.901913,17.45206,6.324908,0.994352,0.983589,677201.4115,0.061534166,256,8,193100,677201.4115,0,0,2,0
800,971894.3623,611276.7615,0.990111,61541.00467,2343.939877,130111.2201,611275.7714,634500.2236,0.967011,61419.90475,2258.718825,129499.5589,634499.2566,0.01978,1.001972,1.03773,15.792631,414.641336,7.46972,1.004723,0.98751,706083.9313,0.107709408,256,8,190764,706083.9313,0,1,2,0
400,8787310417.0,6091314247.0,1.463051,539824622.2,10330876.88,1260952427.0,6091314245.0,5962087251.0,0.944202,526040055.3,10896734.23,1217605535.0,5962087250.0,0.041762,1.026204,0.948071,16.278084,850.587082,6.968788,1.0356,0.987171,6214251442.0,0.065161705,256,8,194860,6214251442.0,0,0,2,0
1200,1073690.82,660465.1095,1.944549,398226.7098,479559.2098,204020.9185,660463.165,650545.2976,0.883993,398987.3247,481820.6439,204104.7828,650544.4136,0.002243,0.998094,0.995306,2.69618,2.238912,5.262651,0.999589,0.954984,733067.4929,0.106146574,256,8,192216,733067.4929,0,1,2,0
1000,10840463438.0,6449028158.0,1.012827,770841965.3,77556671.7,1419614554.0,6449028157.0,6405627991.0,1.845291,757304649.9,81467225.95,1383991863.0,6405627989.0,0.014315,1.017876,0.951998,14.063146,139.774738,7.636202,1.025739,0.98503,7456172502.0,0.102939367,256,8,193628,7456172502.0,0,1,2,0
600,913571.13,614821.1363,1.690811,60308.58453,2300.123,129602.6017,614819.4455,602558.1601,1.796894,60428.74521,2249.68498,129581.6745,602556.3632,0.025197,0.998012,1.02242,15.148277,397.183598,7.049018,1.000161,0.991201,703637.8348,0.085154533,256,8,193628,703637.8348,0,1,2,0
600,1048157.82,621192.2956,2.795256,76350.99782,7770.135494,140569.304,621189.5004,663511.3874,0.861039,76679.96565,7877.788319,141907.3687,663510.5264,0.022782,0.99571,0.986335,13.728148,134.895694,7.45652,0.990571,0.984972,762291.7883,0.109602213,256,8,195676,762291.7883,0,1,2,0
1000,10652126934.0,5886902231.0,2.332668,613612792.1,21290039.98,1304806219.0,5886902228.0,5989998182.0,0.93998,611883526.7,21238007.03,1298541460.0,5989998181.0,0.017409,1.002826,1.00245,17.359689,500.333816,8.163762,1.004824,0.987166,7719644262.0,0.112735271,256,8,194508,7719644262.0,0,1,2,0
800,101988990.5,61882769.97,0.812838,8797950.372,1492012.012,14770945.8,61882769.16,59208463.41,1.074746,8738301.849,1493384.325,14555368.57,59208462.34,0.014589,1.006826,0.999081,11.592358,68.356682,6.904703,1.014811,0.986886,73308682.44,0.111028194,256,8,193888,73308682.44,0,1,2,0
600,957228.1263,627177.3051,8.065158,448932.6094,491380.882,157046.7754,627169.24,647485.759,4.625846,451121.4857,492287.255,157469.8458,647481.1331,0.003536,0.995148,0.998159,2.132231,1.948037,6.095178,0.997313,0.904373,708064.7024,0.031934023,256,8,188720,708064.7024,0,0,2,0
1000,9388664296.0,6389348404.0,0.784338,3995668637.0,4845628120.0,2046056507.0,6389348403.0,6659974636.0,1.04056,3987159289.0,4851979267.0,2044094582.0,6659974634.0,0.002355,1.002134,0.998691,2.34971,1.937554,4.588663,1.00096,0.953298,6465933215.0,0.041028261,256,8,188720,6465933215.0,0,0,2,0
1000,11069303974.0,6359712058.0,3.248993,879730739.5,150805264.2,1489986148.0,6359712055.0,6362019336.0,1.128522,891936568.3,149481587.1,1509617246.0,6362019335.0,0.01241,0.986315,1.008855,12.582605,73.40131,7.429132,0.986996,0.985175,7635711619.0,0.213772058,256,8,200992,7635711619.0,0,2,2,0
600,845434.8497,657261.135,1.838739,399390.9364,481112.5689,204835.4203,657259.2963,684275.3603,0.971754,402454.8993,488075.449,206216.2662,684274.3885,0.003501,0.992387,0.985734,2.11681,1.75725,4.127386,0.993304,0.953159,718933.8544,0.215609312,256,8,185936,718933.8544,0,2,1,0
400,115417665.2,74145188.61,3.555475,14910164.13,11266510.26,16615215.9,74145185.06,74543837.79,3.171793,14609749.34,10996071.97,16514409.28,74543834.62,0.01975,1.020563,1.024594,7.740872,10.244314,6.946504,1.006104,0.978537,75243189.39,0.040785313,256,8,182672,75243189.39,0,0,1,0
600,10101880024.0,6385444200.0,1.010094,1751196604.0,1163509771.0,1741604918.0,6385444199.0,5931078819.0,17.180045,1737285582.0,1157224504.0,1719122673.0,5931078802.0,0.009691,1.008007,1.005431,5.768558,8.682248,5.800328,1.013078,0.981175,7094947556.0,0.059059858,256,8,182672,7094947556.0,0,0,1,0
800,76349379.27,67745192.88,1.000163,8419764.922,1791568.754,14389321.2,67745191.87,61685758.64,0.786686,8403719.324,1825771.589,14263545.64,61685757.85,0.011356,1.001909,0.981267,9.067875,42.615936,5.305975,1.008818,0.980094,42279588.58,0.048501015,256,8,184720,42279588.58,0,0,1,0
800,103229736.2,63801689.82,0.914618,13629890.47,6086466.714,17071276.55,63801688.91,62314756.03,0.963221,13704158.55,6264010.416,17015768.75,62314755.07,0.009416,0.994581,0.971657,7.573776,16.960536,6.046984,1.003262,0.984622,72667097.9,0.136627197,256,8,186768,72667097.9,0,1,1,0
600,933286.2297,582976.0299,0.969117,67323.00396,12736.03528,128546.7535,582975.0607,648498.1794,0.930021,67824.30025,12569.82596,130552.9769,648497.2494,0.022934,0.992609,1.013223,13.862813,73.279181,7.260286,0.984633,0.98575,653513.71,0.045467615,256,8,174644,653513.71,0,0,1,0
400,1054655.378,718278.9608,2.815329,146669.5447,111263.1308,164341.2075,718276.1454,711809.8433,0.961968,147300.471,111617.4668,164454.1732,711808.8813,0.0179,0.995717,0.996825,7.190691,9.47893,6.417474,0.999313,0.980672,724899.7497,0.075914383,256,8,172400,724899.7497,0,0,1,0
1200,9662635283.0,6510394668.0,1.762374,765468253.1,80821879.72,1403784355.0,6510394666.0,6061205562.0,0.800614,780479758.1,77993298.32,1427558421.0,6061205561.0,0.010317,0.980766,1.036267,12.623169,119.554696,6.883276,0.983346,0.985848,7067835771.0,0.07460475,256,8,171496,7067835771.0,0,0,1,0
600,10032319076.0,6462368111.0,0.930037,884081895.8,152218128.3,1491554980.0,6462368110.0,6085427864.0,2.312447,884001033.5,151884168.3,1500195157.0,6085427862.0,0.018915,1.000091,1.002199,11.347726,65.907518,6.726081,0.994241,0.987141,7067857064.0,0.080882311,256,8,187880,7067857064.0,0,0,1,0
600,801394.7373,659810.4124,1.022947,349510.1074,468167.6926,233180.8091,659809.3894,652119.8931,0.749622,349987.6428,473900.6912,232840.7687,652119.1435,0.003816,0.998636,0.987903,2.292909,1.711769,3.436795,1.00146,0.965302,734174.5845,0.031081438,256,8,175436,734174.5845,0,0,1,0
400,10842759395.0,6400506069.0,1.978233,4051272133.0,4899788195.0,2072985093.0,6400506067.0,6657915378.0,2.192418,4012725885.0,4846357410.0,2058209970.0,6657915376.0,0.006755,1.009606,1.011025,2.676384,2.212904,5.230505,1.007179,0.950331,7873554033.0,0.035347462,256,8,171908,7873554033.0,0,0,1,0
1200,885463.0798,747837.5416,0.850199,167617.716,117855.4842,166516.4474,747836.6914,741830.4582,0.962654,167534.6442,117200.3637,164209.5488,741829.4956,0.004404,1.000496,1.00559,5.282634,7.513126,5.317571,1.014049,0.978486,566179.9128,0.071129084,256,8,184324,566179.9128,0,0,1,0
1200,10605923900.0,6385524717.0,1.010483,1093062207.0,320308017.7,1567412051.0,6385524716.0,6444439115.0,0.879825,1081703976.0,313103649.3,1542682893.0,6444439114.0,0.008171,1.0105,1.02301,9.702946,33.11164,6.766519,1.01603,0.984798,7299548055.0,0.052520037,256,8,188348,7299548055.0,0,0,2,0
1200,102605616.5,62366937.45,0.94278,17385153.6,11471677.98,17299970.95,62366936.51,64629836.18,0.723359,17445200.19,11699421.05,17339873.09,64629835.45,0.004901,0.996558,0.980534,5.90191,8.944255,5.93097,0.997699,0.979436,68460083.86,0.181666136,256,8,195084,68460083.86,0,2,2,0
400,97584128.85,59788632.21,0.850934,5330379.636,97896.33728,12488958.36,59788631.36,60743792.67,0.917669,5241970.676,95910.88734,12262255.19,60743791.75,0.04654,1.016866,1.020701,18.307163,996.810826,7.813632,1.018488,0.982877,68094826.69,0.080963612,256,8,170824,68094826.69,0,0,1,0
600,10871180840.0,6006703851.0,1.089828,1808682348.0,1212090793.0,1703233409.0,6006703850.0,6154063910.0,3.054768,1816797011.0,1249901703.0,1733817312.0,6154063907.0,0.009973,0.995534,0.969749,6.010553,8.968949,6.382672,0.98236,0.974509,7841944805.0,0.07693243,256,8,166696,7841944805.0,0,0,0,0
800,97065480.65,61029666.48,0.731295,5399318.32,204769.2443,12241161.03,61029665.75,60161830.35,1.090793,5485931.57,207151.3608,12398092.9,60161829.26,0.022117,0.984212,0.988501,17.977358,474.023728,7.929434,0.987342,0.9842,67688971.24,0.134931803,256,8,164396,67688971.24,0,1,0,0
400,9347576560.0,6079037482.0,1.794282,1730785205.0,1157065380.0,1709587123.0,6079037480.0,6319236634.0,3.104408,1750054628.0,1150452837.0,1739426936.0,6319236631.0,0.013353,0.988989,1.005748,5.400772,8.078693,5.467739,0.982845,0.979083,6902147030.0,0.064922094,256,8,158604,6902147030.0,0,0,0,0
800,121065223.5,68164100.0,1.01363,45705987.01,50089300.0,16047119.53,68164098.99,69791000.0,4.89572,45802300.31,50237450.0,16022210.26,69790995.1,0.003304,0.997897,0.997051,2.648783,2.416988,7.544359,1.001555,0.906787,84361200.0,0.041760206,256,8,160652,84361200.0,0,0,0,0
600,123997892.2,66444300.0,9.94962,17311260.67,11537450.0,17158467.87,66444290.05,61169600.0,0.870158,17593269.99,11644050.0,17661325.33,61169599.13,0.011747,0.983971,0.990845,7.162846,10.747426,7.22663,0.971528,0.980063,86074780.0,0.06603837,256,8,160652,86074780.0,0,0,0,0
11,96980190.6,93763000.0,15873200.0,60821709.09,68743700.0,29893275.79,77889800.0,63927600.0,493749.0,40104244.45,51974200.0,22608593.28,63433851.0,0.219837,1.51659,1.32265,1.5945,1.41075,3.244214,1.322209,-0.121685,8291689.0,0.024250984,256,8,157168,8291689.0,0,0,0,0
328,82456.4,99910400.0,210614.0,53401027.6,56496100.0,29174736.03,99699786.0,99894300.0,580000.0,51444223.23,50447650.0,28668959.51,99314300.0,5e-06,1.038037,1.119896,0.001544,0.00146,0.002826,1.017642,-0.008467,580000.0,0.023038149,256,8,157168,580000.0,0,0,0,0
800,115328502.6,76728600.0,0.887419,53934459.26,59558250.0,18866045.51,76728599.11,79526500.0,7.8022,54407781.22,59443300.0,19039267.42,79526492.2,0.00265,0.9913,1.001934,2.138308,1.936398,6.113019,0.990902,0.90875,81504800.0,0.067042828,256,8,157168,81504800.0,0,0,0,0
1314,3105039.8,99950400.0,30562.3,48710831.55,48072600.0,28942243.25,99919837.7,99730500.0,3038.1,48866743.84,47487500.0,28939548.82,99727461.9,4.8e-05,0.996809,1.012321,0.063744,0.064591,0.107284,1.000093,-0.037166,3038.1,0.026887178,256,8,154240,3038.1,0,0,0,0
1456,35959222.7,99981800.0,26011.9,51231026.68,52433300.0,28399927.81,99955788.1,99921300.0,92490.5,48634359.42,48690750.0,28567666.67,99828809.5,0.000508,1.053392,1.076864,0.701903,0.685809,1.266173,0.994128,-0.037647,290606.0,0.019563198,256,8,154240,290606.0,0,0,0,0
1055,56126.0,9975.8,2.3,5064.846825,5154.0,2927.721037,9973.5,9992.5,6.8,5041.624455,4849.7,2874.684694,9985.7,0.010552,1.004606,1.062746,11.08148,10.889794,19.170542,1.018449,-0.01483,681.7,0.033559561,256,8,154240,681.7,0,0,0,0
68,88735.6,9725.1,32.1,4873.713235,5662.2,3239.135636,9693.0,9892.5,102.9,4663.501471,4323.1,2866.364054,9789.6,0.279819,1.045076,1.309755,18.20698,15.671576,27.394839,1.13005,0.001981,16781.9,0.031049728,256,8,153104,16781.9,0,0,0,0
1000,11557378763.0,5991400000.0,5.96515,877940621.2,155153000.0,1471505834.0,5991399994.0,6184860000.0,1.64439,873837399.7,145343000.0,1469134988.0,6184859998.0,0.013226,1.004696,1.067496,13.164192,74.490205,7.854117,1.001614,0.986491,7972225900.0,0.166003227,256,8,157200,7972225900.0,0,2,0,0
238,59562.6,9974.0,61.6,5153.517227,5378.5,2875.967894,9912.4,9986.3,15.9,5174.520168,5215.1,2971.011179,9970.4,0.048364,0.995941,1.031332,11.55766,11.074203,20.710454,0.96801,0.013637,1627.7,0.049220562,256,8,157200,1627.7,0,0,0,0
1455,31028.5,9995.9,1.1,5061.867423,5207.3,2914.500762,9994.8,9995.3,3.0,4892.964192,4688.6,2897.627731,9992.3,0.004358,1.03452,1.11063,6.129852,5.958654,10.646249,1.005823,-0.005345,82.4,0.032031775,256,8,157200,82.4,0,0,0,0
424,9468615.7,99802100.0,27972.2,51141630.81,51610150.0,28734912.48,99774127.8,99413000.0,1031130.0,49729545.31,51196350.0,28320466.51,98381870.0,0.000449,1.028395,1.008083,0.185145,0.183464,0.329516,1.014634,-0.029494,1504810.0,0.036689043,256,8,157200,1504810.0,0,0,0,0
1000,1150581.797,615950.0,2.18389,100270.7545,23432.65,152776.4191,615947.8161,651202.0,2.03646,101845.5906,22694.65,156108.8763,651199.9635,0.011297,0.984537,1.032519,11.47475,49.101651,7.531148,0.978653,0.982865,813558.7369,0.114199877,256,8,157200,813558.7369,0,1,0,0
1037,35246.3,9998.5,4.2,5093.14378,5219.8,2908.125154,9994.3,9998.7,4.2,4956.993153,4893.1,2879.862222,9994.5,0.006857,1.027466,1.066767,6.920343,6.752423,12.119939,1.009814,-0.013754,167.3,0.030741453,256,8,159248,167.3,0,0,0,0
600,10494680420.0,6760170000.0,1.78956,4097791127.0,4962005000.0,2098162718.0,6760169998.0,6936390000.0,0.929872,4063540360.0,4911745000.0,2088010755.0,6936389999.0,0.004304,1.008429,1.010233,2.561058,2.115008,5.001843,1.004862,0.94722,7355630000.0,0.034889936,256,8,159248,7355630000.0,0,0,0,0
628,6689.5,9999.8,14.9,5096.209076,5096.05,2915.751388,9984.9,9978.5,19.6,5050.99172,5036.15,2873.542149,9958.9,0.002109,1.008952,1.011894,1.312642,1.312683,2.294263,1.014689,-0.006898,31.4,0.019126177,256,8,159248,31.4,0,0,0,0
1000,8856197380.0,6685760000.0,0.935976,1554176794.0,709485500.0,1731817177.0,6685759999.0,6121410000.0,1.78299,1558614708.0,710091500.0,1724821497.0,6121409998.0,0.005682,0.997153,0.999147,5.69832,12.482563,5.113818,1.004056,0.980621,5994715000.0,0.13115859,256,8,160704,5994715000.0,0,1,0,0
1200,105660446.5,61126900.0,0.962293,10077884.63,2186795.0,15408766.42,61126899.04,59378000.0,1.98263,9940225.642,2337865.0,15159476.09,59377998.02,0.008858,1.013849,0.935381,10.484387,48.31749,6.857165,1.016445,0.985172,68912208.0,0.064650059,256,8,166848,68912208.0,0,0,0,0
1200,1019152.442,640257.0,2.87517,175136.1895,115471.5,174581.8397,640254.1248,656090.0,3.33638,174732.2838,117001.0,173950.704,656086.6636,0.004861,1.002312,0.986927,5.8192,8.826009,5.837677,1.003628,0.979656,658742.79,0.07285428,256,8,166848,658742.79,0,0,0,0
132,26598236.1,99335500.0,1558480.0,54313724.47,55182350.0,28217862.63,97777020.0,98037600.0,396640.0,52185709.77,52280950.0,27319974.49,97640960.0,0.003861,1.040778,1.055496,0.489715,0.482006,0.942603,1.032866,-0.049316,396640.0,0.010811329,256,8,166848,396640.0,0,0,0,0
1000,9900327589.0,6456830000.0,1.09687,1776737790.0,1145725000.0,1784353653.0,6456829999.0,6613440000.0,5.01343,1762668594.0,1168295000.0,1750471715.0,6613439995.0,0.005617,1.007982,0.980681,5.572194,8.641103,5.548411,1.019356,0.979993,6663182000.0,0.095119715,256,8,166848,6663182000.0,0,1,0,0
1027,94479319.6,99817600.0,101758.0,49255738.7,48312400.0,28580642.09,99715842.0,99898800.0,171607.0,47742345.24,45051500.0,28546855.53,99727193.0,0.001927,1.031699,1.072382,1.918138,1.955592,3.30571,1.001184,0.035879,506873.0,0.017768383,256,8,170944,506873.0,0,0,1,0
